Date,Temperature
2023-01-01,25.496714153011233
2023-01-02,24.991182469720552
2023-01-03,25.906495302521737
2023-01-04,26.911023117806558
2023-01-05,25.282766284218518
2023-01-06,25.411362571582604
2023-01-07,27.3528594894588
2023-01-08,26.66870991822244
2023-01-09,25.558825129494732
2023-01-10,26.69719454319199
2023-01-11,25.816777757475272
2023-01-12,25.93916844148334
2023-01-13,26.7706214083648
2023-01-14,24.738115065118038
2023-01-15,25.048106602699647
2023-01-16,26.331177447228765
2023-01-17,25.999805073365412
2023-01-18,27.4447055305691
2023-01-19,26.338827929314593
2023-01-20,25.949435885916728
2023-01-21,28.940692696839463
2023-01-22,27.360912770401747
2023-01-23,27.76412837718392
2023-01-24,26.379955365311492
2023-01-25,27.366544014078674
2023-01-26,28.126121114497465
2023-01-27,26.966455431871367
2023-01-28,28.593307664707247
2023-01-29,27.71497460128517
2023-01-30,28.11970049522531
2023-01-31,27.90318168680135
2023-02-01,30.448310962046058
2023-02-02,28.671269355183753
2023-02-03,27.713319292659886
2023-02-04,29.67731078607809
2023-02-05,27.71507375307423
2023-02-06,29.223294002199165
2023-02-07,27.13058212970079
2023-02-08,27.8351460645376
2023-02-09,29.43048223201054
2023-02-10,30.039538362062913
2023-02-11,29.537007535352824
2023-02-12,29.31163184587781
2023-02-13,29.184849386532825
2023-02-14,28.063096792716344
2023-02-15,28.87439570608418
2023-02-16,29.183142429666727
2023-02-17,30.747331656703576
2023-02-18,30.077111769482492
2023-02-19,28.010564177179994
2023-02-20,30.134599068612797
2023-02-21,29.459118755615634
2023-02-22,29.19771756060316
2023-02-23,30.513486557585736
2023-02-24,30.95669446758032
2023-02-25,30.877557697449245
2023-02-26,29.12432684726763
2023-02-27,29.668271370547952
2023-02-28,30.3193497929098
2023-03-01,30.970890235248056
2023-03-02,29.520080882358958
2023-03-03,29.81415479991933
2023-03-04,28.89068572874932
2023-03-05,28.794671147035917
2023-03-06,30.793914922104328
2023-03-07,31.324801078037037
2023-03-08,29.880392098357483
2023-03-09,30.936456341427824
2023-03-10,30.271773803314783
2023-03-11,29.238940744376173
2023-03-12,30.216104692638673
2023-03-13,31.360139785515592
2023-03-14,29.750438713658127
2023-03-15,31.311861369168433
2023-03-16,27.085243172722137
2023-03-17,30.481507256905658
2023-03-18,29.698144632547223
2023-03-19,29.260491879494584
2023-03-20,29.5966051160476
2023-03-21,27.459600617417156
2023-03-22,29.166841583159695
2023-03-23,29.680029390026156
2023-03-24,30.73431625266327
2023-03-25,28.668803997004794
2023-03-26,28.306425726575096
2023-03-27,28.538248877450346
2023-03-28,29.877786327457528
2023-03-29,29.210857340634593
2023-03-30,28.269465596955854
2023-03-31,29.227065912750426
2023-04-01,28.72295908506492
2023-04-02,29.50417889646563
2023-04-03,27.740763062839033
2023-04-04,28.02012829676116
2023-04-05,27.858412315211567
2023-04-06,26.687556490509948
2023-04-07,28.34563029906494
2023-04-08,28.206959574427856
2023-04-09,27.84543719029824
2023-04-10,27.498251961000957
2023-04-11,26.208151696944626
2023-04-12,27.091801727463807
2023-04-13,27.056972873272162
2023-04-14,26.48304177929007
2023-04-15,27.008132983921783
2023-04-16,27.45611488407832
2023-04-17,28.819519615917624
2023-04-18,26.987885164109
2023-04-19,26.949615789891116
2023-04-20,26.49524321970428
2023-04-21,24.5274893823838
2023-04-22,26.295348653269727
2023-04-23,26.256808531378812
2023-04-24,28.533734075225116
2023-04-25,25.75132701248346
2023-04-26,26.11779871306136
2023-04-27,25.653555803230596
2023-04-28,24.391144342897007
2023-04-29,26.573824713918118
2023-04-30,26.053825519798206
2023-05-01,25.963612641891586
2023-05-02,24.133765754696356
2023-05-03,26.316491106409156
2023-05-04,23.382447173829043
2023-05-05,25.241901371778646
2023-05-06,26.716477193460868
2023-05-07,23.406780273592695
2023-05-08,23.702717921672985
2023-05-09,24.240856099631262
2023-05-10,23.510493875143993
2023-05-11,22.336731899152294
2023-05-12,23.8301299638979
2023-05-13,22.574265143826423
2023-05-14,23.98607716135917
2023-05-15,22.469973556773745
2023-05-16,24.817324957336737
2023-05-17,22.363291512438423
2023-05-18,22.704880043653983
2023-05-19,23.72217821349184
2023-05-20,21.560918088989123
2023-05-21,22.903844074385287
2023-05-22,23.869686313130625
2023-05-23,20.842853743488092
2023-05-24,22.524473475955624
2023-05-25,22.491008345445756
2023-05-26,22.90609052990696
2023-05-27,20.78238686177579
2023-05-28,20.59594902377301
2023-05-29,22.337482418942454
2023-05-30,22.013795512118584
2023-05-31,21.870774629622105
2023-06-01,21.872466594278116
2023-06-02,20.754059125268526
2023-06-03,21.576793492883837
2023-06-04,21.550518732443177
2023-06-05,20.458510204067636
2023-06-06,22.956617098804607
2023-06-07,21.485277059936706
2023-06-08,19.743416005404686
2023-06-09,21.517273721012874
2023-06-10,19.81481390515862
2023-06-11,21.508178242235218
2023-06-12,21.81415573538237
2023-06-13,19.772256742427384
2023-06-14,21.496648460316504
2023-06-15,20.889380893036545
2023-06-16,21.245020117367655
2023-06-17,22.26918124625228
2023-06-18,20.079530670570055
2023-06-19,19.52684718410067
2023-06-20,19.349897240820905
2023-06-21,19.385621067871625
2023-06-22,20.089566147119797
2023-06-23,20.476296460793687
2023-06-24,20.383573172850245
2023-06-25,20.90908371430031
2023-06-26,20.073217400234174
2023-06-27,21.495376116919942
2023-06-28,19.762135543286078
2023-06-29,22.73524577408805
2023-06-30,20.632369934362725
2023-07-01,19.144518371106454
2023-07-02,18.929107501938887
2023-07-03,20.484148342765923
2023-07-04,19.78323980127187
2023-07-05,20.729077101590523
2023-07-06,20.50003000109758
2023-07-07,19.969013127105754
2023-07-08,19.213421790287864
2023-07-09,18.567053240578417
2023-07-10,19.660367421453206
2023-07-11,20.99154328030052
2023-07-12,20.380761600664105
2023-07-13,18.955692574125074
2023-07-14,20.41259259629761
2023-07-15,20.665900728186998
2023-07-16,19.441061350371793
2023-07-17,20.52611336954386
2023-07-18,20.48116867581917
2023-07-19,19.333629668269424
2023-07-20,20.891059691420466
2023-07-21,21.153723587147326
2023-07-22,21.738611399550244
2023-07-23,21.774895690527664
2023-07-24,19.411826207428852
2023-07-25,19.922895072463923
2023-07-26,21.449754769815996
2023-07-27,21.525230089937125
2023-07-28,21.605890273965898
2023-07-29,25.025593112748723
2023-07-30,21.828336769837662
2023-07-31,22.480105435903432
2023-08-01,22.388085610340223
2023-08-02,22.17740963608694
2023-08-03,21.305012534635882
2023-08-04,22.475780059378664
2023-08-05,21.042715638787982
2023-08-06,21.679587030117276
2023-08-07,21.533974024824772
2023-08-08,22.206141797515976
2023-08-09,24.54578411787084
2023-08-10,20.472574424831567
2023-08-11,23.136597168423837
2023-08-12,20.949827687658548
2023-08-13,22.204452273991723
2023-08-14,23.880733002390443
2023-08-15,22.97294101521764
2023-08-16,21.94919678193035
2023-08-17,22.431241095514697
2023-08-18,23.946988301253874
2023-08-19,22.65903115929041
2023-08-20,23.728943320305962
2023-08-21,23.682140697456347
2023-08-22,23.109966641486054
2023-08-23,26.031339419543755
2023-08-24,24.647888551578202
2023-08-25,22.116062147886012
2023-08-26,24.455469966045186
2023-08-27,23.735530133955
2023-08-28,25.378454902447114
2023-08-29,23.862523539545673
2023-08-30,24.669561795154426
2023-08-31,25.418684074453516
2023-09-01,25.908908403661215
2023-09-02,23.972284287792764
2023-09-03,24.96739125127048
2023-09-04,24.956056588242145
2023-09-05,24.90649314794283
2023-09-06,27.453721813216937
2023-09-07,26.221233081688705
2023-09-08,24.68280402292954
2023-09-09,26.988353909794608
2023-09-10,28.318734518450423
2023-09-11,27.354327789270087
2023-09-12,24.926890631728824
2023-09-13,26.0854550626042
2023-09-14,27.958976548354975
2023-09-15,26.10563788565838
2023-09-16,27.377153142853324
2023-09-17,27.826698080693124
2023-09-18,26.24248822400971
2023-09-19,27.225793692449887
2023-09-20,24.15842004972986
2023-09-21,26.488059408894877
2023-09-22,27.370954287601883
2023-09-23,26.48505591241126
2023-09-24,29.472735037587416
2023-09-25,26.515762924287333
2023-09-26,27.60946553530338
2023-09-27,28.28181201592816
2023-09-28,29.691793757409837
2023-09-29,26.911928292179493
2023-09-30,29.605979908871348
2023-10-01,28.545766966952325
2023-10-02,27.644372884668932
2023-10-03,29.17590195390034
2023-10-04,28.998285496296365
2023-10-05,28.281889353816116
2023-10-06,29.032186294745472
2023-10-07,28.654692324173123
2023-10-08,29.228436674719532
2023-10-09,29.84920488979949
2023-10-10,30.842439024067108
2023-10-11,28.085101319687567
2023-10-12,31.51954684565348
2023-10-13,27.49508173249555
2023-10-14,29.353059244476512
2023-10-15,30.147816436445027
2023-10-16,29.892089432044084
2023-10-17,29.03690523270984
2023-10-18,29.496866026454608
2023-10-19,29.254216778695593
2023-10-20,29.19689999582387
2023-10-21,30.671705316070646
2023-10-22,30.211724573095307
2023-10-23,29.19115090372064
2023-10-24,30.809737653700402
2023-10-25,30.240222964412407
2023-10-26,30.765264338776777
2023-10-27,30.598189891389826
2023-10-28,29.15239408878806
2023-10-29,29.430696730919617
2023-10-30,30.74431430787861
2023-10-31,30.61018404201661
2023-11-01,29.9783535262401
2023-11-02,30.11267249143448
2023-11-03,31.265751257294664
2023-11-04,29.385912357563335
2023-11-05,30.510641751660305
2023-11-06,29.74408492589915
2023-11-07,29.70801374185715
2023-11-08,31.000587120732057
2023-11-09,30.700055909897145
2023-11-10,30.65771067203259
2023-11-11,31.11599390637233
2023-11-12,29.794608174175483
2023-11-13,30.415446451208997
2023-11-14,29.379942673891204
2023-11-15,29.967947553114954
2023-11-16,29.4640968601112
2023-11-17,29.63861474807649
2023-11-18,30.08111010755903
2023-11-19,28.609059445032578
2023-11-20,31.458026529848315
2023-11-21,28.2950544005678
2023-11-22,28.019432383353685
2023-11-23,30.321442986936102
2023-11-24,29.8819149475435
2023-11-25,29.638550224246565
2023-11-26,29.56426291230953
2023-11-27,28.842519101127984
2023-11-28,27.873775850129956
2023-11-29,28.76057113811541
2023-11-30,27.91887106602501
2023-12-01,29.480008032448495
2023-12-02,28.264336863516448
2023-12-03,27.490116094411466
2023-12-04,27.89622380470858
2023-12-05,28.530380463569294
2023-12-06,27.451473971983624
2023-12-07,27.088706343037423
2023-12-08,28.048390763016858
2023-12-09,27.941566743604717
2023-12-10,27.079745895517156
2023-12-11,27.004005622299584
2023-12-12,27.593789524609658
2023-12-13,25.798767663338477
2023-12-14,25.72299442359727
2023-12-15,26.294191972447404
2023-12-16,26.68001782475789
2023-12-17,27.083932000810684
2023-12-18,28.126751526725386
2023-12-19,27.386318760000783
2023-12-20,26.244959665090168
2023-12-21,26.261179242385047
2023-12-22,25.15210513496822
